12371,MARY MOUSE HAS A WONDERFUL IDEA,Enid Blyton,YES,22,Children's Fiction,2.84,96,src\ImagesOthers\bookpic8.jpeg
12372,MYSTERY STORIES,Enid Blyton,YES,1,Mystery,1.91,79,src\ImagesOthers\bookpic8.jpeg
12373,NODDY AND THE BUNKEY,Enid Blyton,YES,14,Children's Fiction,2.98,33,src\ImagesOthers\bookpic8.jpeg
12374,NODDY GOES TO SEA,Enid Blyton,YES,28,Children's Fiction,3.59,90,src\ImagesOthers\bookpic8.jpeg
12375,NODDY'S CAR PICTURE BOOK,Enid Blyton,YES,12,Children's Fiction,4.74,54,src\ImagesOthers\bookpic8.jpeg
12376,NODDY'S GRAND ADVENTURE,Enid Blyton,YES,25,Children's Fiction,3.55,33,src\ImagesOthers\bookpic8.jpeg
12377,THE RAGAMUFFIN MYSTERY,Enid Blyton,YES,15,Mystery,1.57,55,src\ImagesOthers\bookpic8.jpeg
12378,SECRET SEVEN FIREWORKS,Enid Blyton,YES,22,Mystery,1.43,5,src\ImagesOthers\bookpic8.jpeg
12379,ENID BLYTON'S STORY BOOK,Enid Blyton,YES,30,Children's Fiction,2.91,77,src\ImagesOthers\bookpic8.jpeg
12380,THE ADVENTURE OF THE STRANGE RUBY,Enid Blyton,YES,0,Adventure,3.48,47,src\ImagesOthers\bookpic8.jpeg
12381,THE TWELFTH BEDSIDE BOOK,Enid Blyton,YES,28,Short Stories,4.45,77,src\ImagesOthers\bookpic8.jpeg
12382,BOM GOES TO MAGIC TOWN,Enid Blyton,YES,2,Children's Fiction,3.74,50,src\ImagesOthers\bookpic8.jpeg
12383,BRER RABBIT AND HIS FRIENDS,Enid Blyton,YES,19,Children's Fiction,2.46,65,src\ImagesOthers\bookpic8.jpeg
12384,CHEER UP LITTLE NODDY!,Enid Blyton,YES,11,Children's Fiction,3.51,16,src\ImagesOthers\bookpic8.jpeg
12385,CLICKY AND TIPTOE,Enid Blyton,YES,2,Children's Fiction,4.41,20,src\ImagesOthers\bookpic8.jpeg
12386,FIVE ON FINNISTON FARM,Enid Blyton,YES,2,Adventure,3.34,54,src\ImagesOthers\bookpic8.jpeg
12387,GOOD OLD SECRET SEVEN,Enid Blyton,YES,16,Mystery,4.26,65,src\ImagesOthers\bookpic8.jpeg
12388,HAPPY DAY STORIES,Enid Blyton,YES,29,Children's Fiction,4.5,79,src\ImagesOthers\bookpic8.jpeg
12389,MARY MOUSE GOES TO THE SEA,Enid Blyton,YES,23,Children's Fiction,3.36,84,src\ImagesOthers\bookpic8.jpeg
12390,NODDY AND THE RUNAWAY WHEEL,Enid Blyton,YES,27,Children's Fiction,3.8,21,src\ImagesOthers\bookpic8.jpeg
12391,NODDY GOES TO THE FAIR,Enid Blyton,YES,6,Children's Fiction,3.94,21,src\ImagesOthers\bookpic8.jpeg
12392,NODDY'S BAG OF MONEY,Enid Blyton,YES,29,Children's Fiction,3.08,44,src\ImagesOthers\bookpic8.jpeg
12393,NODDY'S 1 2 3 BOOK,Enid Blyton,YES,20,Children's Fiction,4.22,54,src\ImagesOthers\bookpic8.jpeg
12394,NODDY'S CAR GETS INTO TROUBLE,Enid Blyton,YES,28,Children's Fiction,4.76,84,src\ImagesOthers\bookpic8.jpeg
12395,NODDY'S TALL BLUE BOOK,Enid Blyton,YES,29,Children's Fiction,3.73,90,src\ImagesOthers\bookpic8.jpeg
12396,NODDY'S TALL GREEN BOOK,Enid Blyton,YES,6,Children's Fiction,3.54,9,src\ImagesOthers\bookpic8.jpeg
12397,NODDY'S TALL ORANGE BOOK,Enid Blyton,YES,23,Children's Fiction,4.36,36,src\ImagesOthers\bookpic8.jpeg
12398,NODDY'S TALL PINK BOOK,Enid Blyton,YES,2,Children's Fiction,3.24,34,src\ImagesOthers\bookpic8.jpeg
12399,NODDY'S TALL RED BOOK,Enid Blyton,YES,5,Children's Fiction,4.64,9,src\ImagesOthers\bookpic8.jpeg
12400,NODDY'S TALL YELLOW BOOK,Enid Blyton,YES,29,Children's Fiction,3.87,25,src\ImagesOthers\bookpic8.jpeg
12401,WILL THE FIDDLER,Enid Blyton,YES,14,Children's Fiction,3.01,3,src\ImagesOthers\bookpic8.jpeg
12402,THE BIG ENID BLYTON BOOK,Enid Blyton,YES,23,Children's Fiction,4.76,39,src\ImagesOthers\bookpic8.jpeg
12403,BOM AT THE SEASIDE,Enid Blyton,YES,29,Children's Fiction,4.32,90,src\ImagesOthers\bookpic8.jpeg
12404,BOM GOES TO THE CIRCUS,Enid Blyton,YES,29,Children's Fiction,4,70,src\ImagesOthers\bookpic8.jpeg
12405,HAPPY HOLIDAY CLICKY,Enid Blyton,YES,29,Children's Fiction,3.12,26,src\ImagesOthers\bookpic8.jpeg
12406,MARY MOUSE GOES OUT FOR THE DAY,Enid Blyton,YES,8,Children's Fiction,4.01,4,src\ImagesOthers\bookpic8.jpeg
12407,FIVE GO TO DEMON'S ROCKS,Enid Blyton,YES,12,Adventure,4.14,82,src\ImagesOthers\bookpic8.jpeg
12408,MR PLOD AND LITTLE NODDY,Enid Blyton,YES,14,Children's Fiction,3.45,9,src\ImagesOthers\bookpic8.jpeg
12409,THE MYSTERY OF BANSHEE TOWERS,Enid Blyton,YES,25,Mystery,4.66,36,src\ImagesOthers\bookpic8.jpeg
12410,THE MYSTERY THAT NEVER WAS,Enid Blyton,YES,21,Mystery,4.13,12,src\ImagesOthers\bookpic8.jpeg
12411,NODDY'S TOYLAND TRAIN PICTURE BOOK,Enid Blyton,YES,26,Children's Fiction,4.32,85,src\ImagesOthers\bookpic8.jpeg
12412,SHOCK FOR THE SECRET SEVEN,Enid Blyton,YES,5,Mystery,4.88,97,src\ImagesOthers\bookpic8.jpeg
12413,TALES AT BEDTIME,Enid Blyton,YES,9,Short Stories,3.34,70,src\ImagesOthers\bookpic8.jpeg
12414,A DAY AT SCHOOL WITH NODDY,Enid Blyton,YES,29,Children's Fiction,4.34,14,src\ImagesOthers\bookpic8.jpeg
12415,FIVE HAVE A MYSTERY TO SOLVE,Enid Blyton,YES,2,Mystery,4.77,76,src\ImagesOthers\bookpic8.jpeg
12416,FUN WITH MARY MOUSE,Enid Blyton,YES,21,Children's Fiction,4.24,28,src\ImagesOthers\bookpic8.jpeg
12417,THE FOUR COUSINS,Enid Blyton,YES,11,Children's Fiction,4.87,49,src\ImagesOthers\bookpic8.jpeg
12418,THE EIGHTH HOLIDAY BOOK,Enid Blyton,YES,6,Children's Fiction,3.66,94,src\ImagesOthers\bookpic8.jpeg
12419,LOOK OUT SECRET SEVEN,Enid Blyton,YES,9,Mystery,4.43,92,src\ImagesOthers\bookpic8.jpeg
12420,NODDY AND THE TOOTLES,Enid Blyton,YES,15,Children's Fiction,4.65,6,src\ImagesOthers\bookpic8.jpeg
12421,STORIES FOR MONDAY,Enid Blyton,YES,15,Short Stories,4.8,49,src\ImagesOthers\bookpic8.jpeg
12422,THE BOY WHO WANTED A DOG,Enid Blyton,YES,24,Children's Fiction,3.01,6,src\ImagesOthers\bookpic8.jpeg
12423,BRER RABBIT AGAIN,Enid Blyton,YES,13,Children's Fiction,3.31,16,src\ImagesOthers\bookpic8.jpeg
12424,BRER RABBIT BOOK,Enid Blyton,YES,6,Children's Fiction,4.08,2,src\ImagesOthers\bookpic8.jpeg
12425,BRER RABBIT'S A RASCAL,Enid Blyton,YES,27,Children's Fiction,3.29,86,src\ImagesOthers\bookpic8.jpeg
12426,CHIMNEY CORNER STORIES,Enid Blyton,YES,8,Children's Fiction,4.68,29,src\ImagesOthers\bookpic8.jpeg
12427,FIVE ARE TOGETHER AGAIN,Enid Blyton,YES,27,Adventure,4.51,28,src\ImagesOthers\bookpic8.jpeg
12428,FIVE HAVE A PUZZLING TIME AND OTHER STORIES,Enid Blyton,YES,3,Mystery,4.07,45,src\ImagesOthers\bookpic8.jpeg
12429,FUN FOR THE SECRET SEVEN,Enid Blyton,YES,15,Mystery,4.41,13,src\ImagesOthers\bookpic8.jpeg
12430,NODDY AND THE AEROPLANE,Enid Blyton,YES,14,Children's Fiction,3.39,77,src\ImagesOthers\bookpic8.jpeg
12431,ROUND THE CLOCK STORIES,Enid Blyton,YES,28,Children's Fiction,4.24,45,src\ImagesOthers\bookpic8.jpeg
12432,SHADOW THE SHEEPDOG,Enid Blyton,YES,22,Children's Fiction,4.52,41,src\ImagesOthers\bookpic8.jpeg
12433,SUNSHINE BOOK,Enid Blyton,YES,27,Children's Fiction,3.45,80,src\ImagesOthers\bookpic8.jpeg
12434,TALES OF BRAVE ADVENTURE,Enid Blyton,YES,24,Adventure,3.66,28,src\ImagesOthers\bookpic8.jpeg
12435,TALES OF TOYLAND,Enid Blyton,YES,2,Children's Fiction,4.98,70,src\ImagesOthers\bookpic8.jpeg
12436,THE DOG WITHOUT A COLLAR,Enid Blyton,YES,20,Children's Fiction,4.23,99,src\ImagesOthers\bookpic8.jpeg
12437,HAPPY HOURS STORY BOOK,Enid Blyton,YES,15,Children's Fiction,3.65,44,src\ImagesOthers\bookpic8.jpeg
12438,THE HIDEY-HOLE,Enid Blyton,YES,18,Children's Fiction,3.99,48,src\ImagesOthers\bookpic8.jpeg
12439,MARY MOUSE AND THE LITTLE DONKEY,Enid Blyton,YES,18,Children's Fiction,4.58,78,src\ImagesOthers\bookpic8.jpeg
12440,MY FAVOURITE ENID BLYTON STORY BOOK,Enid Blyton,YES,19,Children's Fiction,4.15,5,src\ImagesOthers\bookpic8.jpeg
12441,THE ENID BLYTON STORY BOOK FOR FIVES TO SEVENS,Enid Blyton,YES,0,Children's Fiction,3.82,39,src\ImagesOthers\bookpic8.jpeg
12442,FIFTH TELL-A-STORY BOOK,Enid Blyton,YES,6,Children's Fiction,3.47,58,src\ImagesOthers\bookpic8.jpeg
12443,SIXTH TELL-A-STORY BOOK,Enid Blyton,YES,27,Children's Fiction,4.53,95,src\ImagesOthers\bookpic8.jpeg
12444,SEVENTH TELL-A-STORY BOOK,Enid Blyton,YES,17,Children's Fiction,3.14,62,src\ImagesOthers\bookpic8.jpeg
12445,EIGHTH TELL-A-STORY BOOK,Enid Blyton,YES,17,Children's Fiction,3.75,68,src\ImagesOthers\bookpic8.jpeg
12446,NINTH TELL-A-STORY BOOK,Enid Blyton,YES,16,Children's Fiction,4,92,src\ImagesOthers\bookpic8.jpeg
12447,TENTH TELL-A-STORY BOOK,Enid Blyton,YES,29,Children's Fiction,3.08,20,src\ImagesOthers\bookpic8.jpeg
12448,TINKLE-TINKLE-JINGLE-JING,Enid Blyton,YES,0,Children's Fiction,3.44,84,src\ImagesOthers\bookpic8.jpeg
12449,THE BOY WHO CAME BACK,Enid Blyton,YES,5,Children's Fiction,3.28,49,src\ImagesOthers\bookpic8.jpeg
12450,THE DOG WHO WOULD GO DIGGING,Enid Blyton,YES,25,Children's Fiction,3.01,10,src\ImagesOthers\bookpic8.jpeg
12451,EASY READER BOOKS 1–4,Enid Blyton,YES,8,Children's Fiction,3.68,82,src\ImagesOthers\bookpic8.jpeg
12452,HIGH ADVENTURE WITH ENID BLYTON,Enid Blyton,YES,2,Adventure,4.6,11,src\ImagesOthers\bookpic8.jpeg
12453,ELEVENTH HOLIDAY BOOK,Enid Blyton,YES,20,Children's Fiction,3.01,89,src\ImagesOthers\bookpic8.jpeg
12454,LEARN TO COUNT WITH NODDY,Enid Blyton,YES,23,Children's Fiction,3.36,15,src\ImagesOthers\bookpic8.jpeg
12455,LEARN TO READ ABOUT ANIMALS WITH NODDY,Enid Blyton,YES,5,Children's Fiction,4.09,64,src\ImagesOthers\bookpic8.jpeg
12456,LEARN TO TELL TIME WITH NODDY,Enid Blyton,YES,24,Children's Fiction,3.27,37,src\ImagesOthers\bookpic8.jpeg
12457,THE MAN WHO STOPPED TO HELP,Enid Blyton,YES,6,Children's Fiction,4.4,56,src\ImagesOthers\bookpic8.jpeg
12458,NODDY AND HIS FRIENDS NURSERY PICTURE BOOK,Enid Blyton,YES,9,Children's Fiction,4.83,44,src\ImagesOthers\bookpic8.jpeg
12459,NODDY'S CAR,Enid Blyton,YES,28,Children's Fiction,4.24,74,src\ImagesOthers\bookpic8.jpeg
12460,STORYLAND 1 AND 2,Enid Blyton,YES,25,Children's Fiction,3.69,19,src\ImagesOthers\bookpic8.jpeg
12461,TALES OF LONG AGO,Enid Blyton,YES,14,Children's Fiction,4.62,58,src\ImagesOthers\bookpic8.jpeg
12462,FIFTEENTH TELL-A-STORY BOOK,Enid Blyton,YES,16,Children's Fiction,3.29,45,src\ImagesOthers\bookpic8.jpeg
12463,ENID BLYTON'S TREASURE BOX,Enid Blyton,YES,4,Children's Fiction,4.59,57,src\ImagesOthers\bookpic8.jpeg
12464,ENID BLYTON'S SUNSHINE BOOK,Enid Blyton,YES,11,Children's Fiction,3.29,91,src\ImagesOthers\bookpic8.jpeg
12465,ADVENTURE FOR GOLDIE SUNSHINE PICTURE STORY BOOK,Enid Blyton,YES,3,Children's Fiction,4.91,77,src\ImagesOthers\bookpic8.jpeg
12466,ANNABELLE'S LITTLE THIMBLE,Enid Blyton,YES,3,Children's Fiction,3.25,57,src\ImagesOthers\bookpic8.jpeg
12467,THE DOG WITHOUT A COLLAR SUNSHINE PICTURE STORY BOOK,Enid Blyton,YES,20,Children's Fiction,4.49,18,src\ImagesOthers\bookpic8.jpeg
12468,FAIRY FOLK STORY BOOK,Enid Blyton,YES,3,Children's Fiction,3.93,15,src\ImagesOthers\bookpic8.jpeg
12469,FIRESIDE TALES,Enid Blyton,YES,11,Children's Fiction,4.09,59,src\ImagesOthers\bookpic8.jpeg
12470,THE GRANDPA CLOCK SUNSHINE PICTURE STORY BOOK,Enid Blyton,YES,2,Children's Fiction,3.34,29,src\ImagesOthers\bookpic8.jpeg
12471,THE GREAT BIG FISH JOHN AND MARY 1,Enid Blyton,YES,10,Children's Fiction,3.16,62,src\ImagesOthers\bookpic8.jpeg
12472,THE HIGGLEDY PIGGLEDY GOBLINS,Enid Blyton,YES,16,Children's Fiction,4.06,43,src\ImagesOthers\bookpic8.jpeg
12473,THE HIGH AND MIGHTY BEAR,Enid Blyton,YES,18,Children's Fiction,4.55,50,src\ImagesOthers\bookpic8.jpeg
12474,HOW JOHN GOT HIS DUCKLINGS JOHN AND MARY,Enid Blyton,YES,22,Children's Fiction,3.05,72,src\ImagesOthers\bookpic8.jpeg
12475,THE LOST SLIPPERS,Enid Blyton,YES,3,Children's Fiction,4.87,93,src\ImagesOthers\bookpic8.jpeg
12476,PIXIELAND STORY BOOK,Enid Blyton,YES,27,Children's Fiction,4.22,58,src\ImagesOthers\bookpic8.jpeg
12477,PLAYTIME STORY BOOK 10,Enid Blyton,YES,3,Children's Fiction,3.35,78,src\ImagesOthers\bookpic8.jpeg
12478,PLAYTIME STORY BOOK 11,Enid Blyton,YES,20,Children's Fiction,3.59,27,src\ImagesOthers\bookpic8.jpeg
12479,RUN-ABOUT'S HOLIDAY,Enid Blyton,YES,30,Children's Fiction,3.53,54,src\ImagesOthers\bookpic8.jpeg
12480,STORIES FOR BEDTIME,Enid Blyton,YES,22,Children's Fiction,4.41,66,src\ImagesOthers\bookpic8.jpeg
12481,STORIES FOR YOU,Enid Blyton,YES,22,Children's Fiction,3.43,23,src\ImagesOthers\bookpic8.jpeg
12482,TALES AT BEDTIME,Enid Blyton,YES,20,Children's Fiction,3.77,53,src\ImagesOthers\bookpic8.jpeg
12483,THE THREE SAILORS JOHN AND MARY 5,Enid Blyton,YES,3,Children's Fiction,3.45,50,src\ImagesOthers\bookpic8.jpeg
12484,THE WHEEL THAT RAN AWAY JOHN AND MARY,Enid Blyton,YES,11,Children's Fiction,4.16,45,src\ImagesOthers\bookpic8.jpeg
12485,BIG EARS BOARD BOOK,Enid Blyton,YES,13,Children's Fiction,4.44,65,src\ImagesOthers\bookpic8.jpeg
12486,HOLIDAY ANIMAL STORIES,Enid Blyton,YES,16,Children's Fiction,3.43,99,src\ImagesOthers\bookpic8.jpeg
12487,HOLIDAY MAGIC STORIES,Enid Blyton,YES,16,Children's Fiction,4.47,37,src\ImagesOthers\bookpic8.jpeg
12488,HOLIDAY PIXIE STORIES,Enid Blyton,YES,10,Children's Fiction,3.55,39,src\ImagesOthers\bookpic8.jpeg
12489,HOLIDAY TOY STORIES,Enid Blyton,YES,30,Children's Fiction,4.99,54,src\ImagesOthers\bookpic8.jpeg
12490,NODDY AND HIS PASSENGERS,Enid Blyton,YES,16,Children's Fiction,4.1,82,src\ImagesOthers\bookpic8.jpeg
12491,NODDY AND THE MAGIC BOOTS,Enid Blyton,YES,23,Children's Fiction,3.96,23,src\ImagesOthers\bookpic8.jpeg
12492,NODDY AND THE NOAH'S ARK,Enid Blyton,YES,7,Children's Fiction,3.37,50,src\ImagesOthers\bookpic8.jpeg
12493,NODDY BOARD BOOK,Enid Blyton,YES,27,Children's Fiction,4.26,22,src\ImagesOthers\bookpic8.jpeg
12494,NODDY TOYLAND ABC,Enid Blyton,YES,20,Children's Fiction,3.13,90,src\ImagesOthers\bookpic8.jpeg
12495,NODDY'S AEROPLANE PICTURE BOOK,Enid Blyton,YES,5,Children's Fiction,3.63,63,src\ImagesOthers\bookpic8.jpeg
12496,NODDY'S FUNNY KITE,Enid Blyton,YES,10,Children's Fiction,4.87,95,src\ImagesOthers\bookpic8.jpeg
12497,PIXIE TALES,Enid Blyton,YES,21,Children's Fiction,4.22,47,src\ImagesOthers\bookpic8.jpeg
12498,BEDTIME ANNUAL,Enid Blyton,YES,28,Children's Fiction,3.69,22,src\ImagesOthers\bookpic8.jpeg
12499,BROWNIE TALES,Enid Blyton,YES,13,Children's Fiction,4.69,14,src\ImagesOthers\bookpic8.jpeg
12500,GRANNY'S LOVELY NECKLACE,Enid Blyton,YES,10,Children's Fiction,4.12,17,src\ImagesOthers\bookpic8.jpeg
12501,MY FIRST ENID BLYTON SUNSHINE READER,Enid Blyton,YES,15,Children's Fiction,3,24,src\ImagesOthers\bookpic4.png
12502,PLAYTIME STORY BOOK 5,Enid Blyton,YES,28,Children's Fiction,3.36,61,src\ImagesOthers\bookpic4.png
12503,THE SECRET OF THE OLD CLOCK,Carolyn Keene,YES,19,Mystery,4.75,17,src\ImagesOthers\bookpic4.png
12504,THE HIDDEN STAIRCASE,Carolyn Keene,YES,6,Mystery,4.05,52,src\ImagesOthers\bookpic4.png
12505,THE BUNGALOW MYSTERY,Carolyn Keene,YES,28,Mystery,4.86,2,src\ImagesOthers\bookpic4.png
12506,THE MYSTERY AT LILAC INN,Carolyn Keene,YES,20,Mystery,4.16,21,src\ImagesOthers\bookpic4.png
12507,THE SECRET AT SHADOW RANCH,Carolyn Keene,YES,0,Mystery,4.38,98,src\ImagesOthers\bookpic4.png
12508,THE SECRET OF RED GATE FARM,Carolyn Keene,YES,23,Mystery,4.14,22,src\ImagesOthers\bookpic4.png
12509,THE CLUE IN THE DIARY,Carolyn Keene,YES,7,Mystery,4.18,84,src\ImagesOthers\bookpic4.png
12510,NANCY'S MYSTERIOUS LETTER,Carolyn Keene,YES,16,Mystery,4.18,55,src\ImagesOthers\bookpic4.png
12511,THE SIGN OF THE TWISTED CANDLES,Carolyn Keene,YES,15,Mystery,4.45,26,src\ImagesOthers\bookpic4.png
12512,THE PASSWORD TO LARKSPUR LANE,Carolyn Keene,YES,17,Mystery,4.47,33,src\ImagesOthers\bookpic4.png
12513,THE CLUE OF THE BROKEN LOCKET,Carolyn Keene,YES,27,Mystery,4.05,32,src\ImagesOthers\bookpic4.png
12514,THE MESSAGE IN THE HOLLOW OAK,Carolyn Keene,YES,3,Mystery,3.47,14,src\ImagesOthers\bookpic4.png
12515,THE MYSTERY OF THE IVORY CHARM,Carolyn Keene,YES,10,Mystery,3.41,26,src\ImagesOthers\bookpic4.png
12516,THE WHISPERING STATUE,Carolyn Keene,YES,18,Mystery,4.06,79,src\ImagesOthers\bookpic4.png
12517,THE HAUNTED BRIDGE,Carolyn Keene,YES,21,Mystery,3.48,87,src\ImagesOthers\bookpic4.png
12518,THE CLUE OF THE TAPPING HEELS,Carolyn Keene,YES,5,Mystery,3.89,3,src\ImagesOthers\bookpic4.png
12519,THE MYSTERY OF THE BRASS-BOUND TRUNK,Carolyn Keene,YES,29,Mystery,4.33,40,src\ImagesOthers\bookpic4.png
12520,THE MYSTERY AT THE MOSS-COVERED MANSION,Carolyn Keene,YES,0,Mystery,3.14,21,src\ImagesOthers\bookpic4.png
12521,THE QUEST OF THE MISSING MAP,Carolyn Keene,YES,24,Mystery,4.88,87,src\ImagesOthers\bookpic4.png
12522,THE CLUE IN THE JEWEL BOX,Carolyn Keene,YES,4,Mystery,4.16,92,src\ImagesOthers\bookpic4.png
12523,THE SECRET IN THE OLD ATTIC,Carolyn Keene,YES,30,Mystery,4.95,71,src\ImagesOthers\bookpic4.png
12524,THE CLUE IN THE CRUMBLING WALL,Carolyn Keene,YES,12,Mystery,4.16,1,src\ImagesOthers\bookpic4.png
12525,THE MYSTERY OF THE TOLLING BELL,Carolyn Keene,YES,23,Mystery,3.27,46,src\ImagesOthers\bookpic4.png
12526,THE CLUE IN THE OLD ALBUM,Carolyn Keene,YES,23,Mystery,4.45,53,src\ImagesOthers\bookpic4.png
12527,THE GHOST OF BLACKWOOD HALL,Carolyn Keene,YES,20,Mystery,3.24,58,src\ImagesOthers\bookpic4.png
12528,THE CLUE OF THE LEANING CHIMNEY,Carolyn Keene,YES,20,Mystery,4.69,57,src\ImagesOthers\bookpic4.png
12529,THE SECRET OF THE WOODEN LADY,Carolyn Keene,YES,22,Mystery,4.86,44,src\ImagesOthers\bookpic4.png
12530,THE CLUE OF THE BLACK KEYS,Carolyn Keene,YES,17,Mystery,4.63,68,src\ImagesOthers\bookpic4.png
12531,THE MYSTERY AT THE SKI JUMP,Carolyn Keene,YES,28,Mystery,4.58,46,src\ImagesOthers\bookpic4.png
12532,THE CLUE OF THE VELVET MASK,Carolyn Keene,YES,16,Mystery,4.09,87,src\ImagesOthers\bookpic4.png
12533,THE RINGMASTER'S SECRET,Carolyn Keene,YES,1,Mystery,4.52,2,src\ImagesOthers\bookpic4.png
12534,THE SCARLET SLIPPER MYSTERY,Carolyn Keene,YES,6,Mystery,4.27,67,src\ImagesOthers\bookpic4.png
12535,THE WITCH TREE SYMBOL,Carolyn Keene,YES,22,Mystery,3.95,90,src\ImagesOthers\bookpic4.png
12536,THE HIDDEN WINDOW MYSTERY,Carolyn Keene,YES,28,Mystery,3.98,78,src\ImagesOthers\bookpic4.png
12537,THE HAUNTED SHOWBOAT,Carolyn Keene,YES,14,Mystery,4.11,85,src\ImagesOthers\bookpic4.png
12538,THE SECRET OF THE GOLDEN PAVILION,Carolyn Keene,YES,17,Mystery,4.21,100,src\ImagesOthers\bookpic4.png
12539,THE CLUE IN THE OLD STAGECOACH,Carolyn Keene,YES,16,Mystery,3.5,14,src\ImagesOthers\bookpic4.png
12540,THE MYSTERY OF THE FIRE DRAGON,Carolyn Keene,YES,28,Mystery,4.97,87,src\ImagesOthers\bookpic4.png
12541,THE CLUE OF THE DANCING PUPPET,Carolyn Keene,YES,29,Mystery,3.1,28,src\ImagesOthers\bookpic4.png
12542,THE MOONSTONE CASTLE MYSTERY,Carolyn Keene,YES,28,Mystery,4.14,94,src\ImagesOthers\bookpic4.png
12543,THE CLUE OF THE WHISTLING BAGPIPES,Carolyn Keene,YES,29,Mystery,4.72,62,src\ImagesOthers\bookpic4.png
12544,THE PHANTOM OF PINE HILL,Carolyn Keene,YES,11,Mystery,3.62,85,src\ImagesOthers\bookpic4.png
12545,THE MYSTERY OF THE 99 STEPS,Carolyn Keene,YES,1,Mystery,4.12,16,src\ImagesOthers\bookpic4.png
12546,THE CLUE IN THE CROSSWORD CIPHER,Carolyn Keene,YES,8,Mystery,4.18,54,src\ImagesOthers\bookpic4.png
12547,THE SPIDER SAPPHIRE MYSTERY,Carolyn Keene,YES,3,Mystery,3.83,21,src\ImagesOthers\bookpic4.png
12548,THE INVISIBLE INTRUDER,Carolyn Keene,YES,23,Mystery,3.16,53,src\ImagesOthers\bookpic4.png
12549,THE MYSTERIOUS MANNEQUIN,Carolyn Keene,YES,16,Mystery,4.99,13,src\ImagesOthers\bookpic4.png
12550,THE CROOKED BANISTER,Carolyn Keene,YES,4,Mystery,3.33,21,src\ImagesOthers\bookpic4.png
12551,THE SECRET OF MIRROR BAY,Carolyn Keene,YES,25,Mystery,3.89,16,src\ImagesOthers\bookpic4.png
12552,THE DOUBLE JINX MYSTERY,Carolyn Keene,YES,9,Mystery,3.67,16,src\ImagesOthers\bookpic4.png
12553,MYSTERY OF THE GLOWING EYE,Carolyn Keene,YES,9,Mystery,4.01,51,src\ImagesOthers\bookpic4.png
12554,THE SECRET OF THE FORGOTTEN CITY,Carolyn Keene,YES,1,Mystery,4.05,99,src\ImagesOthers\bookpic4.png
12555,THE SKY PHANTOM,Carolyn Keene,YES,29,Mystery,4.19,54,src\ImagesOthers\bookpic4.png
12556,THE STRANGE MESSAGE IN THE PARCHMENT,Carolyn Keene,YES,7,Mystery,3.64,15,src\ImagesOthers\bookpic4.png
12557,MYSTERY OF CROCODILE ISLAND,Carolyn Keene,YES,26,Mystery,4.43,58,src\ImagesOthers\bookpic4.png
12558,THE THIRTEENTH PEARL,Carolyn Keene,YES,3,Mystery,4.52,45,src\ImagesOthers\bookpic4.png
12559,THE TRIPLE HOAX,Carolyn Keene,YES,17,Mystery,4.93,48,src\ImagesOthers\bookpic4.png
12560,THE FLYING SAUCER MYSTERY,Carolyn Keene,YES,28,Mystery,4.51,12,src\ImagesOthers\bookpic4.png
12561,THE SECRET IN THE OLD LACE,Carolyn Keene,YES,18,Mystery,3.36,18,src\ImagesOthers\bookpic4.png
12562,THE GREEK SYMBOL MYSTERY,Carolyn Keene,YES,3,Mystery,4.04,38,src\ImagesOthers\bookpic4.png
12563,THE SWAMI'S RING,Carolyn Keene,YES,15,Mystery,3.98,17,src\ImagesOthers\bookpic4.png
12564,THE KACHINA DOLL MYSTERY,Carolyn Keene,YES,13,Mystery,3.09,25,src\ImagesOthers\bookpic4.png
12565,THE TWIN DILEMMA,Carolyn Keene,YES,22,Mystery,4.87,34,src\ImagesOthers\bookpic4.png
12566,CAPTIVE WITNESS,Carolyn Keene,YES,21,Mystery,4.78,6,src\ImagesOthers\bookpic4.png
12567,MYSTERY OF THE WINGED LION,Carolyn Keene,YES,9,Mystery,3.03,62,src\ImagesOthers\bookpic4.png
12568,RACE AGAINST TIME,Carolyn Keene,YES,19,Mystery,3.7,15,src\ImagesOthers\bookpic4.png
12569,THE SINISTER OMEN,Carolyn Keene,YES,25,Mystery,4.75,20,src\ImagesOthers\bookpic4.png
12570,THE ELUSIVE HEIRESS,Carolyn Keene,YES,24,Mystery,3.68,20,src\ImagesOthers\bookpic4.png
12571,CLUE IN THE ANCIENT DISGUISE,Carolyn Keene,YES,8,Mystery,3.77,79,src\ImagesOthers\bookpic4.png
12572,THE BROKEN ANCHOR,Carolyn Keene,YES,26,Mystery,4.94,76,src\ImagesOthers\bookpic4.png
12573,THE SILVER COBWEB,Carolyn Keene,YES,27,Mystery,3.69,64,src\ImagesOthers\bookpic4.png
12574,THE HAUNTED CAROUSEL,Carolyn Keene,YES,24,Mystery,3.03,67,src\ImagesOthers\bookpic4.png
12575,ENEMY MATCH,Carolyn Keene,YES,16,Mystery,4.66,52,src\ImagesOthers\bookpic4.png
12576,THE MYSTERIOUS IMAGE,Carolyn Keene,YES,26,Mystery,4.49,71,src\ImagesOthers\bookpic4.png
12577,THE EMERALD-EYED CAT MYSTERY,Carolyn Keene,YES,20,Mystery,4.85,69,src\ImagesOthers\bookpic4.png
12578,THE ESKIMO'S SECRET,Carolyn Keene,YES,16,Mystery,4.77,18,src\ImagesOthers\bookpic4.png
